882.64,217.97,92.719,214.06,277.44
477.92,186.56,106.16,246.88,201.38
160.75,196.56,150.5,346.88,185.33
848.96,208.28,53.078,123.44,184.2
532.75,196.56,150.5,346.88,180.77
994.78,194.48,56.438,132.03,166.39
277.28,147.94,185.44,428.12,161.87
961.32,220.98,46.359,107.03,155.92
376.75,244.56,150.5,346.88,155.17
628.75,196.56,150.5,346.88,155.15
1044,218.28,53.078,123.44,117.99
1093.3,232.98,46.359,107.03,84.883
1029.8,184.48,56.438,132.03,65.271
834.78,9.4844,56.438,132.03,55.395
-19.25,196.56,150.5,346.88,50.109
1072.5,268,43,100,46.352
1145.3,24.984,46.359,107.03,41.257
433.96,193.28,53.078,123.44,38.615
823.14,222.08,49.719,114.84,29.92
