37.859,323.59,122.28,282.81,154.45
192.16,226.44,131.69,303.12,140.37
389.56,8.9688,112.88,264.06,140.36
13.859,239.59,122.28,282.81,111.21
449,16,86,200,89.97
286.28,134.16,99.438,229.69,89.064
73.859,251.59,122.28,282.81,85.994
326.28,44.156,99.438,229.69,83.622
176.38,68.281,75.25,173.44,79.53
353.32,460.98,46.359,107.03,74.805
349.32,356.98,46.359,107.03,58.965
286.28,44.156,99.438,229.69,57.31
196.5,4,43,100,35.352
223.69,94.031,80.625,185.94,33.011
241.86,311.59,122.28,282.81,31.795
228.5,12,43,100,26.641
