206.91,159.39,62.358,157.39,0.59292
521.06,142.84,93.557,235.39,-0.053804
144.34,196.47,51.125,129.31,-0.10352
302.02,137.83,108.46,272.65,-0.33013
286.89,41.841,162.36,407.41,-0.46601
130.65,167.7,73.088,184.22,-0.53743
172.53,86.766,84.766,213.42,-0.53805
459.64,36.28,140.12,351.8,-0.55519
203.62,136.08,89.054,224.14,-0.58476
102.31,203.62,44.027,111.57,-0.65673
209.5,-103.25,207.5,520.25,-0.73635
441,153,31,79,-0.74443
93.61,149.18,73.088,184.22,-0.79177
47.305,232.53,36.044,91.61,-0.84543
436.27,195.48,36.044,91.61,-0.88697
1,237.39,44.027,111.57,-0.89831
51.4,17.8,66.2,167,-0.89975
