1,-1,500,158,30.979,70.299,93.673,-3.7069,-7.1669,0
1,-1,246,218,40.258,91.355,69.358,-11.477,-5.5304,0
1,-1,648,238,36.706,83.294,55.955,-8.828,-12.745,0
2,-1,495,158,30.979,70.299,98.284,-3.755,-7.0562,0
2,-1,245,215,43.462,98.624,48.033,-11.681,-5.6872,0
2,-1,637,245,33.73,76.541,33.712,-8.9295,-12.531,0
2,-1,504,162,30.979,70.299,28.765,-4.0183,-7.4245,0
3,-1,495,158,30.979,70.299,102.57,-3.755,-7.0562,0
3,-1,625,238,36.706,83.294,46.023,-9.0077,-12.367,0
3,-1,263,219,33.73,76.541,43.169,-10.611,-5.2017,0
4,-1,490,162,30.979,70.299,96.389,-4.1518,-7.1187,0
4,-1,275,215,36.706,83.294,87.916,-10.653,-5.5891,0
4,-1,616,245,33.73,76.541,70.806,-9.0938,-12.185,0
5,-1,490,162,30.979,70.299,95.324,-4.1518,-7.1187,0
5,-1,277,211,40.258,91.355,92.124,-10.836,-5.8232,0
5,-1,603,238,36.706,83.294,53.418,-9.1801,-12.004,0
5,-1,481,167,30.979,70.299,11.024,-4.6602,-7.1355,0
6,-1,485,167,30.979,70.299,94.799,-4.6223,-7.2217,0
6,-1,284,213,33.73,76.541,83.457,-10.081,-5.3503,0
6,-1,592,238,36.706,83.294,52.206,-9.2665,-11.823,0
7,-1,481,162,33.73,76.541,96.577,-4.7336,-7.199,0
7,-1,283,211,40.258,91.355,90.788,-10.783,-5.9338,0
7,-1,580,238,36.706,83.294,60.875,-9.361,-11.625,0
8,-1,292,215,36.706,83.294,100.33,-10.502,-5.9065,0
8,-1,476,167,30.979,70.299,100.06,-4.7075,-7.0277,0
8,-1,580,238,36.706,83.294,58.676,-9.361,-11.625,0
8,-1,485,172,30.979,70.299,17.717,-5.0319,-7.4275,0
9,-1,476,167,30.979,70.299,100.8,-4.7075,-7.0277,0
9,-1,298,210,36.706,83.294,87.717,-10.168,-5.8196,0
9,-1,569,238,36.706,83.294,66.694,-9.4477,-11.443,0
10,-1,471,167,30.979,70.299,105.08,-4.7548,-6.9198,0
10,-1,304,210,36.706,83.294,66.989,-10.115,-5.9327,0
10,-1,558,238,36.706,83.294,45.177,-9.5346,-11.261,0
11,-1,466,167,33.73,76.541,100.34,-5.2806,-7.0874,0
11,-1,541,238,36.706,83.294,68.249,-9.6692,-10.979,0
11,-1,309,210,36.706,83.294,53.437,-10.071,-6.0268,0
12,-1,462,167,30.979,70.299,83.425,-4.8401,-6.7252,0
12,-1,535,238,36.706,83.294,76.137,-9.7168,-10.88,0
12,-1,315,210,36.706,83.294,50.163,-10.018,-6.1396,0
12,-1,743,349,26,59,18.348,-12.133,-15.322,0
13,-1,326,208,33.73,76.541,83.559,-9.4086,-5.9508,0
13,-1,524,238,36.706,83.294,82.249,-9.8042,-10.697,0
13,-1,457,172,30.979,70.299,66.456,-5.2944,-6.8329,0
13,-1,739,349,26,59,24.449,-12.159,-15.268,0
14,-1,332,198,36.706,83.294,88.129,-9.154,-5.9829,0
14,-1,507,238,36.706,83.294,82.72,-9.9397,-10.414,0
14,-1,445,172,33.73,76.541,69.079,-5.8683,-6.8533,0
14,-1,726,289,52,118,44.371,-12.121,-15.258,0
14,-1,455,167,33.73,76.541,21.683,-5.3836,-6.854,0
14,-1,431,184,28.364,64.364,20.18,-6.0173,-6.5176,0
15,-1,337,198,36.706,83.294,99.002,-9.1092,-6.0797,0
15,-1,445,172,33.73,76.541,79.436,-5.8683,-6.8533,0
15,-1,501,238,36.706,83.294,67.431,-9.9876,-10.314,0
15,-1,722,293,47.48,107.74,65.835,-11.897,-15.086,0
15,-1,431,184,28.364,64.364,27.608,-6.0173,-6.5176,0
16,-1,337,198,36.706,83.294,103.65,-9.1092,-6.0797,0
16,-1,433,164,36.706,83.294,83.981,-5.8844,-6.6011,0
16,-1,496,238,36.706,83.294,70.984,-10.028,-10.23,0
16,-1,722,285,47.48,107.74,61.802,-11.579,-14.996,0
16,-1,708,293,47.48,107.74,20.149,-11.99,-14.895,0
17,-1,339,193,40.258,91.355,95.631,-9.257,-6.2773,0
17,-1,435,172,33.73,76.541,81.154,-5.9614,-6.6437,0
17,-1,484,238,36.706,83.294,73.689,-10.124,-10.03,0
17,-1,715,278,47.48,107.74,58.927,-11.34,-14.815,0
17,-1,424,167,33.73,76.541,17.524,-5.6751,-6.1928,0
18,-1,349,193,36.706,83.294,87.536,-8.6883,-6.1093,0
18,-1,467,238,36.706,83.294,74.612,-10.26,-9.7455,0
18,-1,708,278,47.48,107.74,55.97,-11.388,-14.716,0
18,-1,429,172,33.73,76.541,52.301,-6.0173,-6.5176,0
18,-1,733,282,43.462,98.624,20.053,-11.02,-14.983,0
19,-1,456,232,36.706,83.294,90.506,-10.035,-9.3948,0
