599.66,200.42,46.086,107.18,219.6
519.5,199,43,100,192.54
411.52,198.56,65.176,151.57,166.13
361.33,213.55,60.811,141.42,142.27
211.44,198.56,65.176,151.57,116.38
474.47,213.55,60.811,141.42,116
441.83,204.62,65.176,151.57,109.52
563.5,199,43,100,103.98
298.1,199.81,69.854,162.45,98.736
187.19,198.56,65.176,151.57,92.58
152.03,202.23,60.811,141.42,87.833
114.3,224,49.394,114.87,79.227
67.955,220.36,56.739,131.95,63.015
239.61,199.81,69.854,162.45,54.821
131.29,199.25,56.739,131.95,30.919
326.64,204.62,65.176,151.57,30.1
263.78,186.3,74.867,174.11,29.06
