149,148,165,310,0.60247
124,160,65,122,0.54772
187,98,64,120,0.54429
319,65,69,129,0.53212
28,109,207,390,0.52436
136,183,110,206,0.5239
18,79,58,109,0.52299
338,100,53,100,0.52183
227,115,57,107,0.51989
244,215,64,121,0.51655
117,96,73,138,0.51653
268,171,56,106,0.51644
92,101,50,94,0.51609
159,167,58,110,0.51406
224,75,56,105,0.51219
18,108,57,106,0.51217
152,21,89,167,0.5106
287,36,58,109,0.51009
272,82,130,245,0.50724
125,337,82,155,0.50723
163,83,52,97,0.50648
240,136,58,109,0.50566
156,349,50,95,0.50272
206,31,56,105,0.5016
111,42,74,138,0.50137
204,33,78,145,0.50123
163,265,74,139,0.5011
265,141,87,165,0.50052
