250,75,56,105,0.53633
222,395,70,132,0.53335
174,423,111,208,0.5306
357,211,69,130,0.52799
235,309,90,170,0.52458
477,826,78,146,0.52385
219,312,52,99,0.52381
241,483,140,265,0.52274
236,443,58,109,0.52103
487,174,83,157,0.51781
215,283,62,116,0.51583
230,189,129,243,0.51547
466,567,90,168,0.51531
402,357,57,108,0.51444
251,113,67,128,0.51426
155,451,52,96,0.51393
202,665,52,97,0.51335
162,429,55,103,0.51303
314,618,53,100,0.5128
204,486,78,146,0.51251
246,20,114,214,0.51245
232,467,59,111,0.51192
220,877,50,94,0.5116
359,7,74,138,0.51086
256,785,52,98,0.50925
323,700,96,181,0.50862
359,480,74,138,0.5079
415,567,52,98,0.50731
292,502,216,408,0.50601
351,309,90,168,0.50579
182,703,60,113,0.50543
568,580,70,132,0.50536
199,699,110,206,0.50511
257,374,55,103,0.50499
288,284,54,100,0.50428
272,659,159,299,0.50304
236,564,113,213,0.50282
279,681,90,170,0.50168
383,255,74,138,0.50141
400,534,56,104,0.50133
