193,289,63,159,-0.26763
157.37,287.69,51.125,129.31,-0.45645
215.42,258.3,170.53,427.83,-0.46353
730.01,301.18,84.766,213.42,-0.50262
398.14,249.21,197.57,495.43,-0.68031
181.11,1,359.22,899.54,-0.68043
577,305,63,159,-0.70249
681.68,107.96,37.896,96.241,-0.72291
137.14,273.27,76.792,193.48,-0.79408
389.96,156.58,310.17,776.92,-0.80453
142.12,-422.36,563.48,1410.2,-0.81231
65.827,186.22,36.044,91.61,-0.82987
-59.341,242.36,240.36,602.41,-0.83498
753.55,55.731,53.731,135.83,-0.86173
759.52,565.48,69.56,175.4,-0.8713
