169.11,476.74,59.606,190.44,2.1017
609.42,546.91,40.082,128.59,0.5424
252.52,624.89,97.857,315.84,0.36785
329.4,296.14,72.633,206.57,0.33396
393.12,472.37,41.406,125.76,0.18285
378.29,641.87,88.535,267.43,-0.0032861
251.48,277.56,129.22,419.44,-0.082827
55.563,518.4,56.778,182.62,-0.19351
10.851,664.7,59.789,202.13,-0.22295
358.14,356.75,104.36,322.64,-0.35002
452.7,242.48,160.67,443.64,-0.56505
205.27,672.22,105.39,303.78,-0.5705
160.87,283.42,143.11,399.76,-0.57568
523.28,605.87,85.075,228.64,-0.69635
283.71,506.56,140.42,423.55,-0.72468
9.5317,261.45,41.567,137.03,-0.76628
