333,35,216,433,2.374
16,196,64,128,0.50974
226,139,94,189,0.0027971
190,134,99,198,0.00067329
-23,150,94,189,-0.1051
68,-16,67,134,-0.12974
254,-16,81,163,-0.25442
167,115,94,189,-0.36297
286,152,67,134,-0.3726
100,127,90,180,-0.40058
20,-16,70,141,-0.40219
277,262,85,171,-0.42412
-24,59,90,180,-0.46223
62,84,206,412,-0.48583
-22,-16,81,163,-0.50501
256,-17,169,339,-0.55581
42,-17,85,171,-0.55682
37,150,94,189,-0.5621
-23,138,74,148,-0.64273
159,-17,85,171,-0.68996
426,-17,169,339,-0.70796
131,-16,81,163,-0.7889
220,95,178,356,-0.82643
89,81,114,229,-0.99608
-8,-20,109,218,-1.0303
146,-18,120,241,-1.0942
192,112,85,171,-1.3796
161,253,114,229,-1.5705
224,-17,85,171,-1.702
183,90,104,208,-1.9632
51,231,74,148,-2.0612
314,-20,90,180,-2.2231
