251,192,154,308,3.4092
290,192,154,308,1.6871
32,244,64,128,1.167
584,252,64,128,0.45854
570,231,74,148,0.38503
487,143,70,141,0.29597
42,147,74,148,0.24752
96,-12,64,128,0.15166
500,215,77,155,-0.04496
26,194,67,134,-0.10647
496,227,67,134,-0.18641
131,194,104,208,-0.22703
205,178,70,141,-0.24754
334,153,114,229,-0.36074
470,244,77,155,-0.48005
135,135,67,134,-0.92208
32,149,90,180,-0.97039
488,171,99,198,-1.0212
578,5,85,171,-1.305
144,-20,74,148,-1.3141
188,-9,77,155,-1.4503
584,124,64,128,-1.6283
43,176,77,155,-2.0876
