258,275,70,141,1.5286
194,-12,250,501,1.386
251,192,154,308,0.43312
-8,-8,67,134,0.15282
576,244,64,128,-0.052659
579,231,74,148,-0.085555
27,121,187,374,-0.11692
245,-17,133,266,-0.47922
178,293,70,141,-0.54721
16,-12,64,128,-0.76664
562,184,99,198,-0.80289
488,236,64,128,-0.92098
456,236,64,128,-1.1424
9,-16,81,163,-1.3136
20,-17,85,171,-1.59
19,-20,109,218,-1.6065
4,-15,99,198,-1.6107
428,116,133,266,-1.7148
396,-16,67,134,-1.7905
385,-17,85,171,-1.8662
519,196,77,155,-1.9301
438,240,126,253,-2.3642
