790.83,125.69,73.05,145.98,0.99743
799.99,103.28,97.187,194.17,0.39121
186.99,266.99,64.003,128.01,0.40942
170.02,239.04,69.991,139.98,0.12841
948.57,56.025,83.751,167.5,0.098786
782.59,92.284,85.021,169.68,0.39147
1077.8,547.88,117.02,235.03,0.085855
377.17,63.746,136.95,272.89,0.069174
873.16,241.61,116.95,234.26,0.41558
1047.8,202.77,160.58,320.93,0.40816
580.16,296.15,148.33,296.37,0.55779
630,217.03,161.57,323.11,0.32423
847.59,-20,256,512,0.1216
609.81,23.514,460.24,919.52,0.35783
279.76,767.27,75.075,150.15,0.20706
762,28.011,91.003,181.01,0.071609
1048.9,533.17,117.57,236.08,0.25721
724,76.008,140.02,279.05,0.44621
574.01,144.01,181,362,0.18296
592.99,317.99,76.164,152.33,0.93192
411.58,140.05,91.515,182.03,0.37131
