240,270,65,191,27.93106079102
347,281,75,217,9.329376220703
460,253,90,267,7.219856262207
180,284,36,107,6.27271270752
44,124,36,107,5.22486114502
139,280,57,167,5.019371032715
374,78,42,122,4.144470214844
399,300,42,122,3.788154602051
619,33,61,178,3.539596557617
487,6,42,122,3.332107543945
67,134,34,100,3.273895263672
372,138,36,107,3.100212097168
513,489,36,107,2.941871643066
843,18,45,129,2.110710144043
539,284,48,140,1.830833435059
541,7,45,129,1.802230834961
479,63,55,158,1.716514587402
722,238,36,107,1.303367614746
299,298,45,129,1.053215026855
391,196,39,115,0.7236175537109
