344,188,36,107,47.85107040405
399,189,34,100,34.93978500366
284,197,34,100,33.23553085327
240,179,36,107,18.18621826172
267,189,34,100,16.0705871582
28,193,34,100,12.25727081299
84,112,34,100,8.101669311523
363,179,36,107,7.797943115234
258,155,34,100,6.124099731445
488,200,39,115,5.778503417969
15,206,34,100,5.744995117188
299,188,36,107,4.902069091797
117,58,50,148,4.603736877441
88,163,34,100,4.238822937012
377,191,39,115,4.077171325684
352,123,39,115,4.010040283203
184,167,45,129,3.848731994629
46,196,39,115,3.667030334473
305,227,50,148,3.660171508789
67,180,34,100,2.197212219238
56,30,39,115,2.186683654785
76,264,39,115,2.12866973877
371,123,45,129,2.040222167969
476,64,61,179,1.363464355469
221,179,36,107,1.251472473145
539,61,34,100,1.08292388916
416,132,39,115,0.9294586181641
