319,174,86,200,251.35
187.5,183,43,100,184.1
54.845,186.3,74.867,174.11,177.28
252.85,192.2,80.241,186.61,157.56
231.5,179,43,100,133.25
20.023,179.33,74.867,174.11,119.96
532.42,182.64,49.394,114.87,92.989
577.51,173.82,69.854,162.45,87.41
118.89,187.24,49.394,114.87,74.227
287,182,86,200,73.276
215.5,179,43,100,69.475
495.48,162.3,56.739,131.95,60.141
435.93,178.05,49.394,114.87,55.544
253.85,140.01,60.811,141.42,52.699
142.2,161.28,52.939,123.11,46.915
158.09,131.83,46.086,107.18,41.691
457.37,171.13,52.939,123.11,32.893
