890.64,220.79,92.173,214.35,275.45
846.41,210.53,52.939,123.11,189.91
162.35,190.34,160.48,373.21,183.94
481.38,184.67,105.88,246.23,177.78
996.89,199.25,56.739,131.95,171.76
959.77,226.14,46.086,107.18,169.77
638.98,205.45,149.73,348.22,167.55
541.48,205.45,149.73,348.22,163.72
388.27,247.24,149.73,348.22,149.19
289.38,150.05,184.35,428.71,146.27
1048.3,220.37,52.939,123.11,131.41
1088.4,228.59,49.394,114.87,112.61
1033.5,185.9,52.939,123.11,63.771
434.87,196.58,60.811,141.42,51.469
-27.617,191.69,139.71,324.9,50.14
1068,215.45,52.939,123.11,45.89
836.56,18.467,52.939,123.11,35.411
975.78,199.25,56.739,131.95,32.415
