614,290,232,470,0.59807
735,293,229,463,0.57712
258,307,207,419,0.55548
-23,381,194,394,0.5491
401,255,256,516,0.5479
45,162,50,103,0.5382
652,588,92,187,0.52795
533,390,99,200,0.52229
95,562,74,150,0.51469
164,133,72,146,0.51224
170,210,110,221,0.51185
391,222,110,222,0.50721
74,382,111,223,0.50662
346,292,52,106,0.50383
568,335,73,147,0.50371
545,587,58,118,0.50302
823,251,82,166,0.50223
290,287,74,149,0.50221
778,271,88,179,0.50172
166,255,168,339,0.5016
429,218,52,106,0.50121
195,256,157,316,0.50023
