228,144,64,128,0.60784
276,336,64,128,0.60784
298.64,239.87,65.195,130.39,0.63271
404,88,64,128,0.65098
463.1,36.483,64,128,0.63777
251.66,245.98,76.109,152.22,0.60987
288.89,234.94,89.654,179.31,0.60795
299.65,309.08,76.17,152.34,0.62748
328.22,320.46,76.109,152.22,0.67455
283.69,297.45,79.092,158.18,0.61226
362.04,22.627,90.51,181.02,0.61176
240.19,225.63,126.65,253.29,0.63433
271.86,224.65,126.03,252.05,0.62338
287.97,220.45,128,256,0.63615
248.37,34.625,156.57,313.15,0.64909
271.8,24.975,169.51,339.02,0.62092
302.85,24.915,152.22,304.43,0.64992
324.16,13.468,150.74,301.49,0.66036
332.17,48.899,137.28,274.56,0.63804
231.37,48.616,172.02,344.03,0.63716
265.85,18.091,215.12,430.24,0.61906
