186,219,168,336,0.59643
141,218,79,158,0.55066
-4,155,89,179,0.53757
195,204,64,128,0.53111
65,233,50,99,0.52538
-6,148,49,98,0.52407
134,279,51,102,0.52165
223,4,50,102,0.52156
438,119,49,98,0.52117
410,159,59,119,0.52039
74,90,57,114,0.52038
134,263,109,219,0.51805
36,448,89,177,0.51797
328,224,56,112,0.51662
363,86,95,190,0.51575
314,194,48,97,0.51568
110,165,64,129,0.51429
49,224,56,111,0.51403
299,231,54,107,0.51392
393,13,51,101,0.51348
88,238,51,103,0.51335
186,261,61,124,0.51111
192,159,69,137,0.51093
393,113,50,98,0.50938
205,128,50,102,0.50772
11,424,48,96,0.5064
388,305,72,142,0.50562
-8,198,55,110,0.50533
43,123,104,208,0.50431
434,104,51,102,0.50346
18,417,78,158,0.5029
363,14,54,106,0.50254
355,172,50,102,0.50222
329,181,50,102,0.50216
115,218,60,120,0.50172
381,181,48,96,0.50047
