777,252,62,123,0.54103
141,223,73,146,0.53883
650,376,52,104,0.53724
180,246,56,113,0.53563
362,257,56,113,0.52866
941,513,61,123,0.52849
264,528,73,146,0.52746
585,253,56,111,0.52543
652,309,66,133,0.52409
929,132,64,128,0.5229
886,558,59,119,0.5222
636,243,93,187,0.52192
809,579,49,97,0.52167
210,563,78,155,0.52084
664,227,53,105,0.51861
780,611,64,129,0.51812
100,220,71,141,0.51656
855,572,53,105,0.51561
733,239,71,142,0.51524
493,253,63,126,0.51394
571,516,46,92,0.51265
633,385,51,103,0.51211
451,636,46,92,0.5114
597,520,56,112,0.51064
-3,104,55,111,0.51057
567,263,111,223,0.5099
106,291,65,129,0.5096
761,586,71,143,0.50945
122,125,54,106,0.50944
734,199,50,102,0.509
497,595,51,102,0.50895
640,601,49,97,0.50862
926,491,56,111,0.50857
512,230,72,142,0.50834
380,609,57,114,0.50811
909,569,54,108,0.50811
419,524,46,92,0.50771
894,490,87,174,0.50735
362,123,48,95,0.50688
392,248,56,112,0.50685
188,607,57,114,0.50685
501,541,106,210,0.50668
83,554,74,150,0.50582
109,541,74,148,0.50481
498,517,48,96,0.50477
747,652,46,92,0.50461
224,640,52,104,0.50438
750,103,92,182,0.50408
540,559,48,96,0.50389
119,541,50,99,0.5037
263,28,64,130,0.50326
396,567,74,150,0.50318
820,149,58,117,0.50302
259,321,58,118,0.50289
840,534,50,102,0.50274
924,563,92,182,0.50266
914,290,79,159,0.50252
627,598,56,111,0.50242
603,298,86,172,0.50241
334,235,54,109,0.50216
364,659,48,96,0.50171
561,280,49,98,0.50151
812,159,56,112,0.50139
406,525,48,96,0.50104
938,6,64,130,0.50104
622,125,54,106,0.50104
288,71,48,96,0.50089
147,291,76,153,0.50088
924,24,92,182,0.50088
947,491,61,123,0.50041
499,660,46,92,0.50039
20,569,50,102,0.50036
691,548,46,92,0.50021
